nemo_o_isin,clase_inversion,moneda,tasa_facial,ubicacion,clasificacion,riesgo,clase
US2332038271,Fondo Mutuo o Fondo Indice,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
US2332036119,Fondo Mutuo o Fondo Indice,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
US2332035954,Fondo Mutuo o Fondo Indice,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
LU0823414809,Fondo Mutuo o Fondo Indice,EUR,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FR0011376565,Fondo Mutuo o Fondo Indice,EUR,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
US912828UN88,TREASURIES-MULTILATERALES-AGENCIAS,USD,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
TFIP11241018,TF TES,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
PFCEMARGOS,Acciones Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
SDPROMIGAS,Acciones Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
XS0936793933,EM CORPORATIVOS,MXN,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
LU0278092605,Fondo Mutuo o Fondo Indice,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
LU0214495805,Fondo Mutuo o Fondo Indice,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
Fondo de Capital Privado Lexington CIP Partners II,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FONDOTRANS,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FONDO DE CAPITAL PRIVADO BRICAPITAL,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
PFAVH,Acciones Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
GRUPOARGOS,Acciones Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
PFGRUPOARG,Acciones Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
US4642868149,Fondo Mutuo o Fondo Indice,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
BBOC05139B7,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
BECO1139C10,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
BECO1139C5,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
BISA01139VC9,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
US97717W8516,Fondo Mutuo o Fondo Indice,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
US9229084135,Fondo Mutuo o Fondo Indice,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
BTSE01119A10,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
FCP INVERLINK EST. INMOBILIARIAS COMP ZONA FRANCA,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FCP NEXUS INFRAESTRUCTURA I FCP COMPARTIMENTO A,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
US2044291043,Acciones Colombia,USD,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
LU0195949390,Fondo Mutuo o Fondo Indice,EUR,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
LU0278085062,Fondo Mutuo o Fondo Indice,EUR,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
LU0936248318,Fondo Mutuo o Fondo Indice,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
US279158AD13,EM CORPORATIVOS,USD,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
LU0951559953,Fondo Mutuo o Fondo Indice,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
MDPROMIGAS,Acciones Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
PBBANCOLDE,Acciones Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FONDO DE CAPITAL PRIVADO TRG LA I,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FIDUCIARIA BANCOLOMBIA SA,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FCP ALTRA II,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FCP AMERIGO VENTURES,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
Warburg Pincus XI,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
Court Square Capital Partners III,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
BCHB01139B12,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
LU0607514808,Fondo Mutuo o Fondo Indice,JPY,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
TRDTSL,Inflacion-TES,UVR,TASA FIJA,NACIONAL,R FIJA,INFLACIÓN,R FIJA
Inverlink Estructuras Inmobiliarias - Paralelo 26,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FCP FORESTAL COLOMBIA,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FCP TRIBECA ENERGY FUND,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FCP MAS COLOMBIA LATAM COMPART III COLOMBIA OPORTU,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FCP OXO PROPIEDADES SOSTENIBLE,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COMPARTIMENTO A TERRANUM CAPIT,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
Futuro Inmobiliario - Quadras,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FCP FUTURO INMOBILIARIO COMP 1,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
BCOS0139B12,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
BCOS01309B5,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
US05367G1004,Acciones Colombia,USD,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
ROBECO AGRIBUSINESS EQUITIES I,Fondo Mutuo o Fondo Indice,EUR,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
LU0094547139,Fondo Mutuo o Fondo Indice,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
LU0406496546,Fondo Mutuo o Fondo Indice,EUR,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
LU0106259988,Fondo Mutuo o Fondo Indice,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
LU0764704721,Fondo Mutuo o Fondo Indice,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FCP Alianza Konfigura Activos Alternativos II,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FCP HIDROCARBUROS DE COLOMBIA,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
Fondo de Capital Privado Aureos,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FCP NEXUS INFRAESTRUCTURA I,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FONDO DE CAPITAL PRIVADO ALTRA FCP I,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FCP BROOKFIELD COLOMBIA COMPARTIMENTO I,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FCP CINE HISPANOAMERICANO I,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
"FONDO TRIBECA FUND I, FCP",Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FONDO DE CAPITAL PRIVADO - FONDO ENERGÉTICO ANDINO,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
"KANDEO FUND I (COLOMBIA), FCP (KFIC)",Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FONDO DE CAPITAL PRIVADO INFRAESTRUCTURA BROOKFIEL,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
"FONDO ESCALA CAPITAL, FCP",Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FONDO DE INFRAESTRUCTURA COLOMBIA ASHMORE I - FCP,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FONDO DE CAPITAL PRIVADO TRG FCP LA I,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
ADVENT INTERNATIONAL,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
LAPEF V OC CO-INVESTMENT,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
Harbourvest 2013 Direct Associates L.P.,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
BDVI05138B24,Variable-CORPORATIVO LOCAL,COP,IBR,NACIONAL,R FIJA,VARIABLE,R FIJA
BEPM05139A10,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
SOCBOLIVAR,Acciones Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
BCLI01139D06,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COR42PT00014,Titularización Inmobiliaria,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
PROENERG,Acciones Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
Fondo de Capital Privado Tribeca Terminal de Carga,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
Fondo de Capital Privado Tribeca Natural Resources,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CG SMALL CAPS COLOMBIA,FIC ACC. COL.,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORJ2PA00016,Acciones Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
US4642867646,Fondo Mutuo o Fondo Indice,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
US64122Q3092,Fondo Mutuo o Fondo Indice,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
GB0030810138,Fondo Mutuo o Fondo Indice,EUR,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
US912828C244,TREASURIES-MULTILATERALES-AGENCIAS,USD,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
MX0MGO000078,EM BONDS,MXN,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
Apollo Funds,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
"FCP Bain Capital Fund XI, L.P. - Class A",Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
LU0903426061,Fondo Mutuo o Fondo Indice,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FCP Clayton Dubilier and Rice IX,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
BSIS01149D09,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
BCHB06149B06,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
BCHB06149B10,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
BSIS01149D05,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
BDVI6149C120,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
BDVI05139C84,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
BDVI06148B36,Variable-CORPORATIVO LOCAL,COP,IBR,NACIONAL,R FIJA,VARIABLE,R FIJA
BFAN04141B24,Variable-CORPORATIVO LOCAL,COP,DTF,NACIONAL,R FIJA,VARIABLE,R FIJA
COT80CH01961,CORPORATIVO LOCAL,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
USP7358RAC09,EM CORPORATIVOS,USD,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
US912828D234,TREASURIES-MULTILATERALES-AGENCIAS,USD,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
Cartera Colectiva Liquidez Alianza Valores,FIC ACC. COL.,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
BSOB01149C09,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
CORJ8PA00013,Acciones Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
BLGC05149D5,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
LU0195948822,Fondo Mutuo o Fondo Indice,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
LU0219424487,Fondo Mutuo o Fondo Indice,EUR,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
TERPEL,Acciones Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
SKEBTNQFCP09,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
SKEBLKTCP10,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
SKEBJJQCP09,Fondo de Capital Privado,EUR,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
SKEBRKECP10,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
SKEBG1XFCP08,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
SKEBKJVCP10,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
SKJZAKECP11,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
SKEJZA8OCP11,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
SKEJZA8OCP10,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR97PT00091,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR2CPT00038,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR2DPT00010,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT00465,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR9FPT00010,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR9NPT00014,Acciones Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT00408,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT00416,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT00424,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT00432,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT00440,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT00457,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT00473,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT00481,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT00507,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT00515,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT00523,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT00531,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT00549,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT00556,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT00564,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT00572,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00326,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00029,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00037,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00045,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00078,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00086,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00094,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00102,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00110,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00128,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00136,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00144,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00151,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00169,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00177,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00185,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00532,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00017,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00025,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00041,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00058,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00066,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00074,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00082,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00090,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00540,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT00499,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT00580,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR9DPT00080,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00157,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00108,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00140,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00132,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00199,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00173,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00207,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT00598,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00557,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00573,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR9DPT00106,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00565,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR1EPT00010,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00215,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR9DPT00114,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT00606,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00581,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00223,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR9DPT00122,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00231,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00615,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORE4PT00025,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORE4PT00033,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORF2PT00010,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00623,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00249,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT00614,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR9DPT00130,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORE4PT00058,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00631,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00256,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00264,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR9DPT00148,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORE4PT00017,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00649,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00272,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORE4PT00074,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORH7PT00017,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT00280,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORE4PT00082,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT00656,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
